南京,20221101,54,31,60
南京,20221102,60,37,71
南京,20221103,50,24,53
南京,20221104,33,12,33
南京,20221105,48,22,49
南京,20221106,56,31,62
南京,20221107,59,36,69
南京,20221108,84,62,100
南京,20221109,50,28,51
南京,20221110,72,52,75
南京,20221111,53,36,53
南京,20221112,40,25,39
南京,20221113,28,14,28
南京,20221114,41,26,41
南京,20221115,53,36,56
南京,20221116,86,62,99
南京,20221117,33,22,29
南京,20221118,37,19,37
南京,20221119,39,26,36
南京,20221120,53,36,52
南京,20221121,48,30,48
南京,20221122,20,10,16
南京,20221123,30,16,30
南京,20221124,45,24,45
南京,20221125,51,29,54
南京,20221126,60,40,68
南京,20221127,56,35,62
南京,20221128,48,31,49
南京,20221129,38,16,42
南京,20221130,34,9,34
